Provincias;Sexo;Periodo;Total
23 Jaén;Mujeres;2013;2.726
23 Jaén;Mujeres;2012;2.802
23 Jaén;Mujeres;2011;3.048
23 Jaén;Mujeres;2010;3.040
23 Jaén;Mujeres;2009;3.237
23 Jaén;Mujeres;2008;3.400
23 Jaén;Mujeres;2007;3.243
23 Jaén;Mujeres;2006;3.387
23 Jaén;Mujeres;2005;3.205
23 Jaén;Mujeres;2004;3.249
23 Jaén;Mujeres;2003;3.283
23 Jaén;Mujeres;2002;3.145
23 Jaén;Mujeres;2001;3.117
23 Jaén;Mujeres;2000;3.268
23 Jaén;Mujeres;1999;3.363
23 Jaén;Mujeres;1998;3.220
23 Jaén;Mujeres;1997;3.404
23 Jaén;Mujeres;1996;3.425
23 Jaén;Mujeres;1995;3.600
23 Jaén;Mujeres;1994;3.701
23 Jaén;Mujeres;1993;4.025
23 Jaén;Mujeres;1992;4.048
23 Jaén;Mujeres;1991;3.960
23 Jaén;Mujeres;1990;4.047
23 Jaén;Mujeres;1989;4.290
23 Jaén;Mujeres;1988;4.187
23 Jaén;Mujeres;1987;4.315
23 Jaén;Mujeres;1986;4.473
23 Jaén;Mujeres;1985;4.478
23 Jaén;Mujeres;1984;4.575
23 Jaén;Mujeres;1983;4.689
23 Jaén;Mujeres;1982;4.744
23 Jaén;Mujeres;1981;4.558
23 Jaén;Mujeres;1980;5.061
23 Jaén;Mujeres;1979;4.940
23 Jaén;Mujeres;1978;4.987
23 Jaén;Mujeres;1977;4.955
23 Jaén;Mujeres;1976;5.230
23 Jaén;Mujeres;1975;5.111
24 León;Total;2022;2.159
24 León;Total;2021;2.301
24 León;Total;2020;2.276
24 León;Total;2019;2.370
24 León;Total;2018;2.633
24 León;Total;2017;2.634
24 León;Total;2016;2.869
24 León;Total;2015;3.026
24 León;Total;2014;3.038
24 León;Total;2013;3.044
24 León;Total;2012;3.200
24 León;Total;2011;3.333
24 León;Total;2010;3.438
24 León;Total;2009;3.485
24 León;Total;2008;3.511
24 León;Total;2007;3.515
24 León;Total;2006;3.294
24 León;Total;2005;3.313
24 León;Total;2004;3.304
24 León;Total;2003;3.237
24 León;Total;2002;3.182
24 León;Total;2001;3.188
24 León;Total;2000;3.200
24 León;Total;1999;3.155
24 León;Total;1998;3.225
24 León;Total;1997;3.360
24 León;Total;1996;3.240
24 León;Total;1995;3.307
24 León;Total;1994;3.387
24 León;Total;1993;3.591
24 León;Total;1992;3.832
24 León;Total;1991;4.054
24 León;Total;1990;4.147
24 León;Total;1989;4.358
24 León;Total;1988;4.537
24 León;Total;1987;4.813
24 León;Total;1986;5.203
24 León;Total;1985;5.513
24 León;Total;1984;5.962
24 León;Total;1983;6.013
24 León;Total;1982;6.330
24 León;Total;1981;6.460
24 León;Total;1980;6.697
24 León;Total;1979;6.979
24 León;Total;1978;7.222
24 León;Total;1977;7.179
24 León;Total;1976;7.349
24 León;Total;1975;7.052
24 León;Hombres;2022;1.126
24 León;Hombres;2021;1.180
24 León;Hombres;2020;1.164
24 León;Hombres;2019;1.219
24 León;Hombres;2018;1.370
24 León;Hombres;2017;1.310
24 León;Hombres;2016;1.502
24 León;Hombres;2015;1.593
24 León;Hombres;2014;1.599
24 León;Hombres;2013;1.596
24 León;Hombres;2012;1.659
24 León;Hombres;2011;1.714
24 León;Hombres;2010;1.718
24 León;Hombres;2009;1.791
24 León;Hombres;2008;1.808
24 León;Hombres;2007;1.794
24 León;Hombres;2006;1.711
24 León;Hombres;2005;1.737
24 León;Hombres;2004;1.702
24 León;Hombres;2003;1.615
24 León;Hombres;2002;1.603
24 León;Hombres;2001;1.653
24 León;Hombres;2000;1.647
24 León;Hombres;1999;1.607
24 León;Hombres;1998;1.723
24 León;Hombres;1997;1.760
24 León;Hombres;1996;1.670
24 León;Hombres;1995;1.722
24 León;Hombres;1994;1.772
24 León;Hombres;1993;1.874
24 León;Hombres;1992;2.019
24 León;Hombres;1991;2.113
24 León;Hombres;1990;2.087
24 León;Hombres;1989;2.231
24 León;Hombres;1988;2.324
24 León;Hombres;1987;2.492
24 León;Hombres;1986;2.692
24 León;Hombres;1985;2.927
24 León;Hombres;1984;3.066
24 León;Hombres;1983;3.080
24 León;Hombres;1982;3.213
24 León;Hombres;1981;3.345
24 León;Hombres;1980;3.458
24 León;Hombres;1979;3.583
24 León;Hombres;1978;3.731
24 León;Hombres;1977;3.660
24 León;Hombres;1976;3.793
24 León;Hombres;1975;3.633
24 León;Mujeres;2022;1.033
24 León;Mujeres;2021;1.121
24 León;Mujeres;2020;1.112
24 León;Mujeres;2019;1.151
24 León;Mujeres;2018;1.263
24 León;Mujeres;2017;1.324
24 León;Mujeres;2016;1.367
24 León;Mujeres;2015;1.433
24 León;Mujeres;2014;1.439
24 León;Mujeres;2013;1.448
24 León;Mujeres;2012;1.541
24 León;Mujeres;2011;1.619
24 León;Mujeres;2010;1.720
24 León;Mujeres;2009;1.694
24 León;Mujeres;2008;1.703
24 León;Mujeres;2007;1.721
24 León;Mujeres;2006;1.583
24 León;Mujeres;2005;1.576
24 León;Mujeres;2004;1.602
24 León;Mujeres;2003;1.622
24 León;Mujeres;2002;1.579
24 León;Mujeres;2001;1.535
24 León;Mujeres;2000;1.553
24 León;Mujeres;1999;1.548
24 León;Mujeres;1998;1.502
24 León;Mujeres;1997;1.600
24 León;Mujeres;1996;1.570
24 León;Mujeres;1995;1.585
24 León;Mujeres;1994;1.615
24 León;Mujeres;1993;1.717
24 León;Mujeres;1992;1.813
24 León;Mujeres;1991;1.941
24 León;Mujeres;1990;2.060
24 León;Mujeres;1989;2.127
24 León;Mujeres;1988;2.213
24 León;Mujeres;1987;2.321
24 León;Mujeres;1986;2.511
24 León;Mujeres;1985;2.586
24 León;Mujeres;1984;2.896
24 León;Mujeres;1983;2.933
24 León;Mujeres;1982;3.117
24 León;Mujeres;1981;3.115
24 León;Mujeres;1980;3.239
24 León;Mujeres;1979;3.396
24 León;Mujeres;1978;3.491
24 León;Mujeres;1977;3.519
24 León;Mujeres;1976;3.556
24 León;Mujeres;1975;3.419
25 Lleida;Total;2022;3.230
25 Lleida;Total;2021;3.216
25 Lleida;Total;2020;3.399
25 Lleida;Total;2019;3.485
25 Lleida;Total;2018;3.497
25 Lleida;Total;2017;3.735
25 Lleida;Total;2016;3.840
25 Lleida;Total;2015;3.985
25 Lleida;Total;2014;4.157
25 Lleida;Total;2013;4.124
25 Lleida;Total;2012;4.399
25 Lleida;Total;2011;4.633
25 Lleida;Total;2010;4.859
25 Lleida;Total;2009;4.977
25 Lleida;Total;2008;5.191
25 Lleida;Total;2007;4.557
25 Lleida;Total;2006;4.378
25 Lleida;Total;2005;4.275
25 Lleida;Total;2004;3.982
25 Lleida;Total;2003;3.791
25 Lleida;Total;2002;3.419
25 Lleida;Total;2001;3.378
25 Lleida;Total;2000;3.301
25 Lleida;Total;1999;3.140
25 Lleida;Total;1998;3.035
25 Lleida;Total;1997;3.025
25 Lleida;Total;1996;2.962
25 Lleida;Total;1995;2.956
25 Lleida;Total;1994;2.975
25 Lleida;Total;1993;3.245
25 Lleida;Total;1992;3.335
25 Lleida;Total;1991;3.101
25 Lleida;Total;1990;3.113
25 Lleida;Total;1989;3.169
25 Lleida;Total;1988;3.258
25 Lleida;Total;1987;3.204
25 Lleida;Total;1986;3.248
25 Lleida;Total;1985;3.563
25 Lleida;Total;1984;3.558
25 Lleida;Total;1983;3.766
25 Lleida;Total;1982;4.128
25 Lleida;Total;1981;4.012
25 Lleida;Total;1980;4.402
25 Lleida;Total;1979;4.812
25 Lleida;Total;1978;5.025
25 Lleida;Total;1977;5.075
25 Lleida;Total;1976;5.358
25 Lleida;Total;1975;5.090
25 Lleida;Hombres;2022;1.671
25 Lleida;Hombres;2021;1.679
25 Lleida;Hombres;2020;1.689
25 Lleida;Hombres;2019;1.786
25 Lleida;Hombres;2018;1.811
25 Lleida;Hombres;2017;1.908
25 Lleida;Hombres;2016;1.950
25 Lleida;Hombres;2015;2.057
25 Lleida;Hombres;2014;2.128
25 Lleida;Hombres;2013;2.104
25 Lleida;Hombres;2012;2.231
25 Lleida;Hombres;2011;2.360
25 Lleida;Hombres;2010;2.534
25 Lleida;Hombres;2009;2.619
25 Lleida;Hombres;2008;2.643
25 Lleida;Hombres;2007;2.347
25 Lleida;Hombres;2006;2.276
25 Lleida;Hombres;2005;2.174
25 Lleida;Hombres;2004;2.013
25 Lleida;Hombres;2003;1.950
25 Lleida;Hombres;2002;1.775
25 Lleida;Hombres;2001;1.748
25 Lleida;Hombres;2000;1.659
25 Lleida;Hombres;1999;1.612
25 Lleida;Hombres;1998;1.558
25 Lleida;Hombres;1997;1.497
25 Lleida;Hombres;1996;1.547
25 Lleida;Hombres;1995;1.577
25 Lleida;Hombres;1994;1.507
25 Lleida;Hombres;1993;1.663
25 Lleida;Hombres;1992;1.710
25 Lleida;Hombres;1991;1.604
25 Lleida;Hombres;1990;1.618
25 Lleida;Hombres;1989;1.608
25 Lleida;Hombres;1988;1.682
25 Lleida;Hombres;1987;1.650
25 Lleida;Hombres;1986;1.633
25 Lleida;Hombres;1985;1.855
25 Lleida;Hombres;1984;1.907
25 Lleida;Hombres;1983;1.943
25 Lleida;Hombres;1982;2.129
25 Lleida;Hombres;1981;2.169
25 Lleida;Hombres;1980;2.279
25 Lleida;Hombres;1979;2.424
25 Lleida;Hombres;1978;2.561
25 Lleida;Hombres;1977;2.628
25 Lleida;Hombres;1976;2.750
25 Lleida;Hombres;1975;2.644
25 Lleida;Mujeres;2022;1.559
25 Lleida;Mujeres;2021;1.537
25 Lleida;Mujeres;2020;1.710
25 Lleida;Mujeres;2019;1.699
25 Lleida;Mujeres;2018;1.686
25 Lleida;Mujeres;2017;1.827
25 Lleida;Mujeres;2016;1.890
25 Lleida;Mujeres;2015;1.928
25 Lleida;Mujeres;2014;2.029
25 Lleida;Mujeres;2013;2.020
25 Lleida;Mujeres;2012;2.168
25 Lleida;Mujeres;2011;2.273
25 Lleida;Mujeres;2010;2.325
25 Lleida;Mujeres;2009;2.358
25 Lleida;Mujeres;2008;2.548
25 Lleida;Mujeres;2007;2.210
25 Lleida;Mujeres;2006;2.102
25 Lleida;Mujeres;2005;2.101
25 Lleida;Mujeres;2004;1.969
25 Lleida;Mujeres;2003;1.841
25 Lleida;Mujeres;2002;1.644
25 Lleida;Mujeres;2001;1.630
25 Lleida;Mujeres;2000;1.642
25 Lleida;Mujeres;1999;1.528
25 Lleida;Mujeres;1998;1.477
25 Lleida;Mujeres;1997;1.528
25 Lleida;Mujeres;1996;1.415
25 Lleida;Mujeres;1995;1.379
25 Lleida;Mujeres;1994;1.468
25 Lleida;Mujeres;1993;1.582
25 Lleida;Mujeres;1992;1.625
25 Lleida;Mujeres;1991;1.497
25 Lleida;Mujeres;1990;1.495
25 Lleida;Mujeres;1989;1.561
25 Lleida;Mujeres;1988;1.576
25 Lleida;Mujeres;1987;1.554
25 Lleida;Mujeres;1986;1.615
25 Lleida;Mujeres;1985;1.708
25 Lleida;Mujeres;1984;1.651
25 Lleida;Mujeres;1983;1.823
25 Lleida;Mujeres;1982;1.999
25 Lleida;Mujeres;1981;1.843
25 Lleida;Mujeres;1980;2.123
25 Lleida;Mujeres;1979;2.388
25 Lleida;Mujeres;1978;2.464
25 Lleida;Mujeres;1977;2.447
25 Lleida;Mujeres;1976;2.608
25 Lleida;Mujeres;1975;2.446
27 Lugo;Total;2022;1.734
27 Lugo;Total;2021;1.622
27 Lugo;Total;2020;1.679
27 Lugo;Total;2019;1.705
27 Lugo;Total;2018;1.959
27 Lugo;Total;2017;2.082
27 Lugo;Total;2016;2.101
27 Lugo;Total;2015;2.174
27 Lugo;Total;2014;2.150
27 Lugo;Total;2013;2.083
27 Lugo;Total;2012;2.243
27 Lugo;Total;2011;2.186
27 Lugo;Total;2010;2.211
27 Lugo;Total;2009;2.252
27 Lugo;Total;2008;2.208
27 Lugo;Total;2007;2.179
27 Lugo;Total;2006;2.043
27 Lugo;Total;2005;2.066
27 Lugo;Total;2004;2.003
27 Lugo;Total;2003;2.046
27 Lugo;Total;2002;1.918
27 Lugo;Total;2001;1.914
27 Lugo;Total;2000;2.081
27 Lugo;Total;1999;1.961
27 Lugo;Total;1998;2.062
27 Lugo;Total;1997;2.018
27 Lugo;Total;1996;1.982
27 Lugo;Total;1995;2.173
27 Lugo;Total;1994;2.272
27 Lugo;Total;1993;2.541
27 Lugo;Total;1992;2.622
27 Lugo;Total;1991;2.716
27 Lugo;Total;1990;2.816
27 Lugo;Total;1989;2.963
27 Lugo;Total;1988;3.057
27 Lugo;Total;1987;3.263
27 Lugo;Total;1986;3.392
27 Lugo;Total;1985;3.600
27 Lugo;Total;1984;3.869
27 Lugo;Total;1983;4.048
27 Lugo;Total;1982;4.116
27 Lugo;Total;1981;4.459
27 Lugo;Total;1980;4.744
27 Lugo;Total;1979;4.870
27 Lugo;Total;1978;4.749
27 Lugo;Total;1977;4.722
27 Lugo;Total;1976;4.814
27 Lugo;Total;1975;4.733
27 Lugo;Hombres;2022;903
27 Lugo;Hombres;2021;815
27 Lugo;Hombres;2020;842
27 Lugo;Hombres;2019;908
27 Lugo;Hombres;2018;958
27 Lugo;Hombres;2017;1.034
27 Lugo;Hombres;2016;1.048
27 Lugo;Hombres;2015;1.129
27 Lugo;Hombres;2014;1.100
27 Lugo;Hombres;2013;1.025
27 Lugo;Hombres;2012;1.143
27 Lugo;Hombres;2011;1.134
27 Lugo;Hombres;2010;1.142
27 Lugo;Hombres;2009;1.118
27 Lugo;Hombres;2008;1.121
27 Lugo;Hombres;2007;1.094
27 Lugo;Hombres;2006;1.074
27 Lugo;Hombres;2005;1.067
27 Lugo;Hombres;2004;1.045
27 Lugo;Hombres;2003;1.016
27 Lugo;Hombres;2002;1.015
27 Lugo;Hombres;2001;989
27 Lugo;Hombres;2000;1.042
27 Lugo;Hombres;1999;1.015
27 Lugo;Hombres;1998;1.049
27 Lugo;Hombres;1997;1.049
27 Lugo;Hombres;1996;995
27 Lugo;Hombres;1995;1.114
27 Lugo;Hombres;1994;1.129
27 Lugo;Hombres;1993;1.288
27 Lugo;Hombres;1992;1.359
27 Lugo;Hombres;1991;1.372
27 Lugo;Hombres;1990;1.413
27 Lugo;Hombres;1989;1.534
27 Lugo;Hombres;1988;1.559
27 Lugo;Hombres;1987;1.699
27 Lugo;Hombres;1986;1.772
27 Lugo;Hombres;1985;1.808
27 Lugo;Hombres;1984;1.947
27 Lugo;Hombres;1983;2.055
27 Lugo;Hombres;1982;2.152
27 Lugo;Hombres;1981;2.279
27 Lugo;Hombres;1980;2.433
27 Lugo;Hombres;1979;2.435
27 Lugo;Hombres;1978;2.444
27 Lugo;Hombres;1977;2.470
27 Lugo;Hombres;1976;2.363
27 Lugo;Hombres;1975;2.412
27 Lugo;Mujeres;2022;831
27 Lugo;Mujeres;2021;807
27 Lugo;Mujeres;2020;837
27 Lugo;Mujeres;2019;797
27 Lugo;Mujeres;2018;1.001
27 Lugo;Mujeres;2017;1.048
27 Lugo;Mujeres;2016;1.053
27 Lugo;Mujeres;2015;1.045
27 Lugo;Mujeres;2014;1.050
27 Lugo;Mujeres;2013;1.058
27 Lugo;Mujeres;2012;1.100
27 Lugo;Mujeres;2011;1.052
27 Lugo;Mujeres;2010;1.069
27 Lugo;Mujeres;2009;1.134
27 Lugo;Mujeres;2008;1.087
27 Lugo;Mujeres;2007;1.085
27 Lugo;Mujeres;2006;969
27 Lugo;Mujeres;2005;999
27 Lugo;Mujeres;2004;958
27 Lugo;Mujeres;2003;1.030
27 Lugo;Mujeres;2002;903
27 Lugo;Mujeres;2001;925
27 Lugo;Mujeres;2000;1.039
27 Lugo;Mujeres;1999;946
27 Lugo;Mujeres;1998;1.013
27 Lugo;Mujeres;1997;969
27 Lugo;Mujeres;1996;987
27 Lugo;Mujeres;1995;1.059
27 Lugo;Mujeres;1994;1.143
27 Lugo;Mujeres;1993;1.253
27 Lugo;Mujeres;1992;1.263
27 Lugo;Mujeres;1991;1.344
27 Lugo;Mujeres;1990;1.403
27 Lugo;Mujeres;1989;1.429
27 Lugo;Mujeres;1988;1.498
27 Lugo;Mujeres;1987;1.564
27 Lugo;Mujeres;1986;1.620
27 Lugo;Mujeres;1985;1.792
27 Lugo;Mujeres;1984;1.922
27 Lugo;Mujeres;1983;1.993
27 Lugo;Mujeres;1982;1.964
27 Lugo;Mujeres;1981;2.180
27 Lugo;Mujeres;1980;2.311
27 Lugo;Mujeres;1979;2.435
27 Lugo;Mujeres;1978;2.305
27 Lugo;Mujeres;1977;2.252
27 Lugo;Mujeres;1976;2.451
27 Lugo;Mujeres;1975;2.321
28 Madrid;Total;2022;50.961
28 Madrid;Total;2021;51.366
28 Madrid;Total;2020;52.357
28 Madrid;Total;2019;55.741
28 Madrid;Total;2018;57.554
28 Madrid;Total;2017;60.555
28 Madrid;Total;2016;63.112
28 Madrid;Total;2015;64.879
28 Madrid;Total;2014;65.505
28 Madrid;Total;2013;65.343
28 Madrid;Total;2012;69.374
28 Madrid;Total;2011;72.023
28 Madrid;Total;2010;73.878
28 Madrid;Total;2009;75.957
28 Madrid;Total;2008;78.792
28 Madrid;Total;2007;74.837
28 Madrid;Total;2006;71.912
28 Madrid;Total;2005;69.367
28 Madrid;Total;2004;69.027
28 Madrid;Total;2003;67.046
28 Madrid;Total;2002;63.156
28 Madrid;Total;2001;59.724
28 Madrid;Total;2000;56.623
28 Madrid;Total;1999;51.981
28 Madrid;Total;1998;48.863
28 Madrid;Total;1997;48.722
28 Madrid;Total;1996;47.493
28 Madrid;Total;1995;47.116
28 Madrid;Total;1994;47.692
28 Madrid;Total;1993;49.626
28 Madrid;Total;1992;50.769
28 Madrid;Total;1991;49.430
28 Madrid;Total;1990;50.065
28 Madrid;Total;1989;51.041
28 Madrid;Total;1988;51.607
28 Madrid;Total;1987;53.404
28 Madrid;Total;1986;54.631
28 Madrid;Total;1985;56.890
28 Madrid;Total;1984;59.539
28 Madrid;Total;1983;60.729
28 Madrid;Total;1982;65.467
28 Madrid;Total;1981;68.860
28 Madrid;Total;1980;72.841
28 Madrid;Total;1979;79.492
28 Madrid;Total;1978;84.726
28 Madrid;Total;1977;88.650
28 Madrid;Total;1976;93.279
28 Madrid;Total;1975;90.941
28 Madrid;Hombres;2022;26.161
28 Madrid;Hombres;2021;26.600
28 Madrid;Hombres;2020;26.847
28 Madrid;Hombres;2019;28.753
28 Madrid;Hombres;2018;29.569
28 Madrid;Hombres;2017;31.136
28 Madrid;Hombres;2016;32.372
28 Madrid;Hombres;2015;33.390
28 Madrid;Hombres;2014;33.837
28 Madrid;Hombres;2013;33.583
28 Madrid;Hombres;2012;35.632
28 Madrid;Hombres;2011;36.998
28 Madrid;Hombres;2010;37.851
28 Madrid;Hombres;2009;39.291
28 Madrid;Hombres;2008;40.480
28 Madrid;Hombres;2007;38.489
28 Madrid;Hombres;2006;37.017
28 Madrid;Hombres;2005;35.407
28 Madrid;Hombres;2004;35.913
28 Madrid;Hombres;2003;34.543
28 Madrid;Hombres;2002;32.583
28 Madrid;Hombres;2001;30.702
28 Madrid;Hombres;2000;29.326
28 Madrid;Hombres;1999;26.925
28 Madrid;Hombres;1998;25.240
28 Madrid;Hombres;1997;25.118
28 Madrid;Hombres;1996;24.269
28 Madrid;Hombres;1995;24.381
28 Madrid;Hombres;1994;24.786
28 Madrid;Hombres;1993;25.587
28 Madrid;Hombres;1992;26.162
28 Madrid;Hombres;1991;25.440
28 Madrid;Hombres;1990;25.899
28 Madrid;Hombres;1989;26.364
28 Madrid;Hombres;1988;26.578
28 Madrid;Hombres;1987;27.575
28 Madrid;Hombres;1986;28.001
28 Madrid;Hombres;1985;29.513
28 Madrid;Hombres;1984;30.745
28 Madrid;Hombres;1983;31.417
28 Madrid;Hombres;1982;33.878
28 Madrid;Hombres;1981;35.825
28 Madrid;Hombres;1980;37.673
28 Madrid;Hombres;1979;41.122
28 Madrid;Hombres;1978;44.151
28 Madrid;Hombres;1977;45.920
28 Madrid;Hombres;1976;47.945
28 Madrid;Hombres;1975;47.223
28 Madrid;Mujeres;2022;24.800
28 Madrid;Mujeres;2021;24.766
28 Madrid;Mujeres;2020;25.510
28 Madrid;Mujeres;2019;26.988
28 Madrid;Mujeres;2018;27.985
28 Madrid;Mujeres;2017;29.419
28 Madrid;Mujeres;2016;30.740
28 Madrid;Mujeres;2015;31.489
28 Madrid;Mujeres;2014;31.668
28 Madrid;Mujeres;2013;31.760
28 Madrid;Mujeres;2012;33.742
28 Madrid;Mujeres;2011;35.025
28 Madrid;Mujeres;2010;36.027
28 Madrid;Mujeres;2009;36.666
28 Madrid;Mujeres;2008;38.312
28 Madrid;Mujeres;2007;36.348
28 Madrid;Mujeres;2006;34.895
28 Madrid;Mujeres;2005;33.960
28 Madrid;Mujeres;2004;33.114
28 Madrid;Mujeres;2003;32.503
28 Madrid;Mujeres;2002;30.573
28 Madrid;Mujeres;2001;29.022
28 Madrid;Mujeres;2000;27.297
28 Madrid;Mujeres;1999;25.056
28 Madrid;Mujeres;1998;23.623
28 Madrid;Mujeres;1997;23.604
28 Madrid;Mujeres;1996;23.224
28 Madrid;Mujeres;1995;22.735
28 Madrid;Mujeres;1994;22.906
28 Madrid;Mujeres;1993;24.039
28 Madrid;Mujeres;1992;24.607
28 Madrid;Mujeres;1991;23.990
28 Madrid;Mujeres;1990;24.166
28 Madrid;Mujeres;1989;24.677
28 Madrid;Mujeres;1988;25.029
28 Madrid;Mujeres;1987;25.829
28 Madrid;Mujeres;1986;26.630
28 Madrid;Mujeres;1985;27.377
28 Madrid;Mujeres;1984;28.794
28 Madrid;Mujeres;1983;29.312
28 Madrid;Mujeres;1982;31.589
28 Madrid;Mujeres;1981;33.035
28 Madrid;Mujeres;1980;35.168
28 Madrid;Mujeres;1979;38.370
28 Madrid;Mujeres;1978;40.575
28 Madrid;Mujeres;1977;42.730
28 Madrid;Mujeres;1976;45.334
28 Madrid;Mujeres;1975;43.718
29 Málaga;Total;2022;12.148
29 Málaga;Total;2021;12.595
29 Málaga;Total;2020;12.517
29 Málaga;Total;2019;13.243
29 Málaga;Total;2018;13.480
29 Málaga;Total;2017;14.422
29 Málaga;Total;2016;14.979
29 Málaga;Total;2015;15.286
29 Málaga;Total;2014;15.671
29 Málaga;Total;2013;15.505
29 Málaga;Total;2012;16.604
29 Málaga;Total;2011;17.078
29 Málaga;Total;2010;17.447
29 Málaga;Total;2009;17.794
29 Málaga;Total;2008;19.015
29 Málaga;Total;2007;18.323
29 Málaga;Total;2006;17.999
29 Málaga;Total;2005;17.232
29 Málaga;Total;2004;16.588
29 Málaga;Total;2003;15.862
29 Málaga;Total;2002;14.664
29 Málaga;Total;2001;14.255
29 Málaga;Total;2000;13.849
29 Málaga;Total;1999;13.280
29 Málaga;Total;1998;12.627
29 Málaga;Total;1997;12.913
29 Málaga;Total;1996;12.635
29 Málaga;Total;1995;12.670
29 Málaga;Total;1994;12.756
29 Málaga;Total;1993;13.368
29 Málaga;Total;1992;13.839
29 Málaga;Total;1991;13.754
29 Málaga;Total;1990;13.399
29 Málaga;Total;1989;13.019
29 Málaga;Total;1988;14.149
29 Málaga;Total;1987;14.513
29 Málaga;Total;1986;14.618
29 Málaga;Total;1985;15.178
29 Málaga;Total;1984;15.861
29 Málaga;Total;1983;16.253
29 Málaga;Total;1982;16.980
29 Málaga;Total;1981;16.816
29 Málaga;Total;1980;17.242
29 Málaga;Total;1979;17.602
29 Málaga;Total;1978;18.371
29 Málaga;Total;1977;18.668
29 Málaga;Total;1976;19.075
29 Málaga;Total;1975;19.149
29 Málaga;Hombres;2022;6.310
29 Málaga;Hombres;2021;6.577
29 Málaga;Hombres;2020;6.370
29 Málaga;Hombres;2019;6.812
29 Málaga;Hombres;2018;6.914
29 Málaga;Hombres;2017;7.351
29 Málaga;Hombres;2016;7.768
29 Málaga;Hombres;2015;7.886
29 Málaga;Hombres;2014;8.027
29 Málaga;Hombres;2013;7.996
29 Málaga;Hombres;2012;8.521
29 Málaga;Hombres;2011;8.733
29 Málaga;Hombres;2010;9.006
29 Málaga;Hombres;2009;9.123
29 Málaga;Hombres;2008;9.926
29 Málaga;Hombres;2007;9.387
29 Málaga;Hombres;2006;9.385
29 Málaga;Hombres;2005;8.836
29 Málaga;Hombres;2004;8.529
29 Málaga;Hombres;2003;8.153
29 Málaga;Hombres;2002;7.586
29 Málaga;Hombres;2001;7.295
29 Málaga;Hombres;2000;7.154
29 Málaga;Hombres;1999;6.900
29 Málaga;Hombres;1998;6.522
29 Málaga;Hombres;1997;6.590
29 Málaga;Hombres;1996;6.503
29 Málaga;Hombres;1995;6.415
29 Málaga;Hombres;1994;6.481
29 Málaga;Hombres;1993;6.972
29 Málaga;Hombres;1992;7.115
29 Málaga;Hombres;1991;7.127
29 Málaga;Hombres;1990;6.908
29 Málaga;Hombres;1989;6.731
29 Málaga;Hombres;1988;7.368
29 Málaga;Hombres;1987;7.536
29 Málaga;Hombres;1986;7.506
29 Málaga;Hombres;1985;7.870
29 Málaga;Hombres;1984;8.161
29 Málaga;Hombres;1983;8.416
29 Málaga;Hombres;1982;8.893
29 Málaga;Hombres;1981;8.715
29 Málaga;Hombres;1980;8.998
29 Málaga;Hombres;1979;9.171
29 Málaga;Hombres;1978;9.443
29 Málaga;Hombres;1977;9.672
29 Málaga;Hombres;1976;9.865
29 Málaga;Hombres;1975;9.878
29 Málaga;Mujeres;2022;5.838
29 Málaga;Mujeres;2021;6.018
29 Málaga;Mujeres;2020;6.147
29 Málaga;Mujeres;2019;6.431
29 Málaga;Mujeres;2018;6.566
29 Málaga;Mujeres;2017;7.071
29 Málaga;Mujeres;2016;7.211
29 Málaga;Mujeres;2015;7.400
29 Málaga;Mujeres;2014;7.644
29 Málaga;Mujeres;2013;7.509
29 Málaga;Mujeres;2012;8.083
29 Málaga;Mujeres;2011;8.345
29 Málaga;Mujeres;2010;8.441
29 Málaga;Mujeres;2009;8.671
29 Málaga;Mujeres;2008;9.089
29 Málaga;Mujeres;2007;8.936
29 Málaga;Mujeres;2006;8.614
29 Málaga;Mujeres;2005;8.396
29 Málaga;Mujeres;2004;8.059
29 Málaga;Mujeres;2003;7.709
29 Málaga;Mujeres;2002;7.078
29 Málaga;Mujeres;2001;6.960
29 Málaga;Mujeres;2000;6.695
29 Málaga;Mujeres;1999;6.380
29 Málaga;Mujeres;1998;6.105
29 Málaga;Mujeres;1997;6.323
29 Málaga;Mujeres;1996;6.132
29 Málaga;Mujeres;1995;6.255
29 Málaga;Mujeres;1994;6.275
29 Málaga;Mujeres;1993;6.396
29 Málaga;Mujeres;1992;6.724
29 Málaga;Mujeres;1991;6.627
29 Málaga;Mujeres;1990;6.491
29 Málaga;Mujeres;1989;6.288
29 Málaga;Mujeres;1988;6.781
29 Málaga;Mujeres;1987;6.977
29 Málaga;Mujeres;1986;7.112
29 Málaga;Mujeres;1985;7.308
29 Málaga;Mujeres;1984;7.700
29 Málaga;Mujeres;1983;7.837
29 Málaga;Mujeres;1982;8.087
29 Málaga;Mujeres;1981;8.101
29 Málaga;Mujeres;1980;8.244
29 Málaga;Mujeres;1979;8.431
29 Málaga;Mujeres;1978;8.928
29 Málaga;Mujeres;1977;8.996
29 Málaga;Mujeres;1976;9.210
29 Málaga;Mujeres;1975;9.271
30 Murcia;Total;2022;13.387
30 Murcia;Total;2021;13.815
30 Murcia;Total;2020;13.706
30 Murcia;Total;2019;14.264
30 Murcia;Total;2018;14.675
30 Murcia;Total;2017;15.088
30 Murcia;Total;2016;15.528
30 Murcia;Total;2015;15.976
30 Murcia;Total;2014;16.308
30 Murcia;Total;2013;16.105
30 Murcia;Total;2012;16.682
30 Murcia;Total;2011;17.408
30 Murcia;Total;2010;18.039
